Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_22_270,VDD,Metal1,154.8400,94.0800,4.999990
FILLER_22_266,VDD,Metal1,153.8200,93.6475,4.999990
FILLER_22_258,VDD,Metal1,150.5865,93.5030,4.999990
FILLER_22_222,VDD,Metal1,128.2400,94.0800,4.999990
FILLER_22_202,VDD,Metal1,117.0400,94.0800,4.999989
FILLER_22_180,VDD,Metal1,105.6600,93.6475,4.999989
FILLER_22_172,VDD,Metal1,102.4265,93.5030,4.999989
FILLER_22_169,VDD,Metal1,98.2800,94.0800,4.999989
FILLER_22_167,VDD,Metal1,97.4400,94.0800,4.999989
FILLER_22_158,VDD,Metal1,92.1200,94.0800,4.999990
FILLER_22_146,VDD,Metal1,86.6200,93.6475,4.999990
FILLER_22_138,VDD,Metal1,83.3865,93.5030,4.999990
FILLER_22_135,VDD,Metal1,79.2400,94.0800,4.999992
FILLER_22_133,VDD,Metal1,78.4000,94.0800,4.999992
FILLER_22_129,VDD,Metal1,77.1000,93.6475,4.999992
FILLER_22_121,VDD,Metal1,73.8665,93.5030,4.999992
FILLER_22_108,VDD,Metal1,64.1200,94.0800,4.999994
FILLER_22_104,VDD,Metal1,63.1000,93.6475,4.999994
FILLER_22_70,VDD,Metal1,52.1955,93.3110,4.999994
FILLER_22_36,VDD,Metal1,33.1555,93.3110,4.999995
FILLER_22_2,VDD,Metal1,14.1155,93.3110,4.999995
FILLER_21_269,VDD,Metal1,154.5600,86.2400,4.999912
FILLER_21_261,VDD,Metal1,152.2665,86.8165,4.999912
FILLER_21_218,VDD,Metal1,125.7200,86.2400,4.999912
FILLER_21_209,VDD,Metal1,120.6800,86.2400,4.999910
FILLER_21_157,VDD,Metal1,91.8400,86.2400,4.999895
FILLER_21_149,VDD,Metal1,89.5465,86.8165,4.999895
FILLER_21_144,VDD,Metal1,84.2800,86.2400,4.999895
FILLER_21_142,VDD,Metal1,83.4400,86.2400,4.999898
FILLER_21_136,VDD,Metal1,81.0200,86.6725,4.999901
FILLER_21_128,VDD,Metal1,77.7865,86.8165,4.999902
